"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2016","12","17","02:00","0.6","1","-3.2","-6.9"
"Vantaa Helsinki-Vantaa airport","2016","12","18","02:00","0.1","2","-0.5","-1.5"
"Vantaa Helsinki-Vantaa airport","2016","12","19","02:00","0.3","2","0.7","-0.4"
"Vantaa Helsinki-Vantaa airport","2016","12","20","02:00","0.1","1","1.7","-0.3"
"Vantaa Helsinki-Vantaa airport","2016","12","21","02:00","0","-1","2.8","1.8"
"Vantaa Helsinki-Vantaa airport","2016","12","22","02:00","0","-1","3.6","2.7"
"Vantaa Helsinki-Vantaa airport","2016","12","23","02:00","0.1","-1","2.7","1.2"
"Vantaa Helsinki-Vantaa airport","2016","12","24","02:00","8.4","-1","2.5","-2"
"Vantaa Helsinki-Vantaa airport","2016","12","25","02:00","0.9","-1","2.2","0.6"
"Vantaa Helsinki-Vantaa airport","2016","12","26","02:00","0.1","-1","3.2","0"
"Vantaa Helsinki-Vantaa airport","2016","12","27","02:00","0.1","-1","0.6","-0.5"
"Vantaa Helsinki-Vantaa airport","2016","12","28","02:00","0","-1","-1","-2.3"
"Vantaa Helsinki-Vantaa airport","2016","12","29","02:00","-1","-1","1.3","-3.5"
"Vantaa Helsinki-Vantaa airport","2016","12","30","02:00","-1","-1","3.7","2.3"
"Vantaa Helsinki-Vantaa airport","2016","12","31","02:00","0","-1","5.3","4.1"
"Vantaa Helsinki-Vantaa airport","2017","1","1","02:00","0.1","-1","-0.4","-1.7"
"Vantaa Helsinki-Vantaa airport","2017","1","2","02:00","4.1","0","-4.3","-4.9"
"Vantaa Helsinki-Vantaa airport","2017","1","3","02:00","5.2","5","-6.9","-9.7"
"Vantaa Helsinki-Vantaa airport","2017","1","4","02:00","0.1","15","-13.9","-19"
"Vantaa Helsinki-Vantaa airport","2017","1","5","02:00","-1","12","-18.6","-19.2"
"Vantaa Helsinki-Vantaa airport","2017","1","6","02:00","0.2","11","-19.4","-24.7"
"Vantaa Helsinki-Vantaa airport","2017","1","7","02:00","2.7","11","-4","-21.7"
"Vantaa Helsinki-Vantaa airport","2017","1","8","02:00","0.1","16","-1","-2.4"
"Vantaa Helsinki-Vantaa airport","2017","1","9","02:00","0.3","15","0.1","-1.5"
"Vantaa Helsinki-Vantaa airport","2017","1","10","02:00","0.4","11","1.6","0.8"
"Vantaa Helsinki-Vantaa airport","2017","1","11","02:00","0.1","8","-1.8","-4"
"Vantaa Helsinki-Vantaa airport","2017","1","12","02:00","8.6","8","-3.2","-4.7"
"Vantaa Helsinki-Vantaa airport","2017","1","13","02:00","2.9","19","0.6","-3"
"Vantaa Helsinki-Vantaa airport","2017","1","14","02:00","0.1","17","0.3","-0.5"
"Vantaa Helsinki-Vantaa airport","2017","1","15","02:00","0.1","14","-3.5","-5.7"
"Vantaa Helsinki-Vantaa airport","2017","1","16","02:00","0.1","14","-5","-7.9"
"Vantaa Helsinki-Vantaa airport","2017","1","17","02:00","0.4","14","-4.4","-6.9"
"Vantaa Helsinki-Vantaa airport","2017","1","18","02:00","0.1","15","0.7","-1.5"
"Vantaa Helsinki-Vantaa airport","2017","1","19","02:00","-1","12","1.7","0.8"
"Vantaa Helsinki-Vantaa airport","2017","1","20","02:00","0.6","11","-1.5","-3.6"
"Vantaa Helsinki-Vantaa airport","2017","1","21","02:00","0.7","11","-3.1","-4.5"
"Vantaa Helsinki-Vantaa airport","2017","1","22","02:00","-1","12","0.3","-4.6"
"Vantaa Helsinki-Vantaa airport","2017","1","23","02:00","0.1","12","-0.4","-2.2"
"Vantaa Helsinki-Vantaa airport","2017","1","24","02:00","0.1","13","-2.9","-6.7"
"Vantaa Helsinki-Vantaa airport","2017","1","25","02:00","0.4","14","-4.9","-10.6"
"Vantaa Helsinki-Vantaa airport","2017","1","26","02:00","0","14","1.7","-3"
"Vantaa Helsinki-Vantaa airport","2017","1","27","02:00","-1","10","0.7","-1.5"
"Vantaa Helsinki-Vantaa airport","2017","1","28","02:00","0.8","8","0.4","-3"
"Vantaa Helsinki-Vantaa airport","2017","1","29","02:00","2.8","7","0.4","-0.3"
"Vantaa Helsinki-Vantaa airport","2017","1","30","02:00","2.8","10","0.6","-0.3"
"Vantaa Helsinki-Vantaa airport","2017","1","31","02:00","0","10","-0.1","-0.8"
"Vantaa Helsinki-Vantaa airport","2017","2","1","02:00","0.4","10","-1.1","-2"
"Vantaa Helsinki-Vantaa airport","2017","2","2","02:00","0.3","10","-1.2","-2.7"
"Vantaa Helsinki-Vantaa airport","2017","2","3","02:00","0.2","10","-0.8","-2.2"
"Vantaa Helsinki-Vantaa airport","2017","2","4","02:00","3.2","9","0","-0.6"
"Vantaa Helsinki-Vantaa airport","2017","2","5","02:00","0.3","12","-2.9","-4.3"
"Vantaa Helsinki-Vantaa airport","2017","2","6","02:00","0.1","14","-8.4","-11.2"
"Vantaa Helsinki-Vantaa airport","2017","2","7","02:00","-1","13","-13.8","-16.4"
"Vantaa Helsinki-Vantaa airport","2017","2","8","02:00","-1","13","-10.8","-15.5"
"Vantaa Helsinki-Vantaa airport","2017","2","9","02:00","0","13","-11.9","-16.6"
"Vantaa Helsinki-Vantaa airport","2017","2","10","02:00","0.1","13","-9.8","-12"
"Vantaa Helsinki-Vantaa airport","2017","2","11","02:00","0.1","13","-7.4","-13.5"
"Vantaa Helsinki-Vantaa airport","2017","2","12","02:00","-1","13","-3.5","-6.9"
"Vantaa Helsinki-Vantaa airport","2017","2","13","02:00","-1","13","1.2","-2.8"
"Vantaa Helsinki-Vantaa airport","2017","2","14","02:00","-1","12","3.7","2.1"
"Vantaa Helsinki-Vantaa airport","2017","2","15","02:00","-1","12","-0.7","-4.6"
"Vantaa Helsinki-Vantaa airport","2017","2","16","02:00","0.4","12","-0.1","-1.6"
"Vantaa Helsinki-Vantaa airport","2017","2","17","02:00","0.5","12","1.1","0.2"
"Vantaa Helsinki-Vantaa airport","2017","2","18","02:00","0.8","12","1.5","-1.3"
"Vantaa Helsinki-Vantaa airport","2017","2","19","02:00","1.9","11","2.1","0.6"
"Vantaa Helsinki-Vantaa airport","2017","2","20","02:00","3.2","9","0","-1.5"
"Vantaa Helsinki-Vantaa airport","2017","2","21","02:00","-1","11","-3.4","-6.4"
"Vantaa Helsinki-Vantaa airport","2017","2","22","02:00","10.1","10","-6","-14.2"
"Vantaa Helsinki-Vantaa airport","2017","2","23","02:00","0.3","26","-1.2","-4.2"
"Vantaa Helsinki-Vantaa airport","2017","2","24","02:00","0.1","26","-6.6","-8.2"
"Vantaa Helsinki-Vantaa airport","2017","2","25","02:00","0","26","-6.5","-11.1"
"Vantaa Helsinki-Vantaa airport","2017","2","26","02:00","2.2","26","-3.8","-8.4"
"Vantaa Helsinki-Vantaa airport","2017","2","27","02:00","0.6","26","-2.9","-6.3"
"Vantaa Helsinki-Vantaa airport","2017","2","28","02:00","6.2","23","2","-0.6"
"Vantaa Helsinki-Vantaa airport","2017","3","1","02:00","5.9","14","1.4","0.2"
"Vantaa Helsinki-Vantaa airport","2017","3","2","02:00","0.6","15","1.3","0.1"
"Vantaa Helsinki-Vantaa airport","2017","3","3","02:00","1.1","12","0.8","0.1"
"Vantaa Helsinki-Vantaa airport","2017","3","4","02:00","0.2","13","-2.4","-5"
"Vantaa Helsinki-Vantaa airport","2017","3","5","02:00","-1","12","-4.8","-8.8"
"Vantaa Helsinki-Vantaa airport","2017","3","6","02:00","-1","12","-5.1","-9.1"
"Vantaa Helsinki-Vantaa airport","2017","3","7","02:00","3.3","11","-3.3","-5.9"
"Vantaa Helsinki-Vantaa airport","2017","3","8","02:00","0.2","17","-0.2","-2.5"
"Vantaa Helsinki-Vantaa airport","2017","3","9","02:00","0.9","18","0.7","-0.9"
"Vantaa Helsinki-Vantaa airport","2017","3","10","02:00","0","16","1.2","-2.6"
"Vantaa Helsinki-Vantaa airport","2017","3","11","02:00","-1","12","1.7","0.6"
"Vantaa Helsinki-Vantaa airport","2017","3","12","02:00","0","12","-0.9","-4.7"
"Vantaa Helsinki-Vantaa airport","2017","3","13","02:00","-1","11","0.9","-1.4"
"Vantaa Helsinki-Vantaa airport","2017","3","14","02:00","4.8","11","0.5","-1"
"Vantaa Helsinki-Vantaa airport","2017","3","15","02:00","-1","9","4","0.1"
"Vantaa Helsinki-Vantaa airport","2017","3","16","02:00","1.4","8","3.1","-0.3"
"Vantaa Helsinki-Vantaa airport","2017","3","17","02:00","4.1","3","1.9","0.5"
"Vantaa Helsinki-Vantaa airport","2017","3","18","02:00","0.1","2","1.2","0"
"Vantaa Helsinki-Vantaa airport","2017","3","19","02:00","0.1","2","0.4","-0.7"
"Vantaa Helsinki-Vantaa airport","2017","3","20","02:00","0.1","1","-0.3","-3.5"
"Vantaa Helsinki-Vantaa airport","2017","3","21","02:00","6.7","1","1.3","-0.9"
"Vantaa Helsinki-Vantaa airport","2017","3","22","02:00","0.5","1","2.3","1.1"
"Vantaa Helsinki-Vantaa airport","2017","3","23","02:00","0.1","1","2.2","-2"
"Vantaa Helsinki-Vantaa airport","2017","3","24","02:00","0.8","-1","-0.2","-2.8"
"Vantaa Helsinki-Vantaa airport","2017","3","25","02:00","0.7","1","1","-2.8"
"Vantaa Helsinki-Vantaa airport","2017","3","26","02:00","0","0","4.1","-3.7"
"Vantaa Helsinki-Vantaa airport","2017","3","27","03:00","-1","0","6.2","2.1"
"Vantaa Helsinki-Vantaa airport","2017","3","28","03:00","0","0","2","0.4"
"Vantaa Helsinki-Vantaa airport","2017","3","29","03:00","-1","-1","0","-4.7"
"Vantaa Helsinki-Vantaa airport","2017","3","30","03:00","1.7","-1","-0.6","-5.3"
"Vantaa Helsinki-Vantaa airport","2017","3","31","03:00","0.3","2","-0.1","-1.4"
"Vantaa Helsinki-Vantaa airport","2017","4","1","03:00","2.9","-1","1","-4.2"
"Vantaa Helsinki-Vantaa airport","2017","4","2","03:00","0","-1","4.5","3.3"
"Vantaa Helsinki-Vantaa airport","2017","4","3","03:00","0.1","-1","2.8","1.8"
"Vantaa Helsinki-Vantaa airport","2017","4","4","03:00","0.1","-1","3.5","0.5"
"Vantaa Helsinki-Vantaa airport","2017","4","5","03:00","1","-1","3.5","2.5"
"Vantaa Helsinki-Vantaa airport","2017","4","6","03:00","-1","-1","4.4","-1.3"
"Vantaa Helsinki-Vantaa airport","2017","4","7","03:00","1","-1","3.6","-0.8"
"Vantaa Helsinki-Vantaa airport","2017","4","8","03:00","-1","-1","3.1","-1.7"
"Vantaa Helsinki-Vantaa airport","2017","4","9","03:00","-1","-1","4.1","-0.3"
"Vantaa Helsinki-Vantaa airport","2017","4","10","03:00","1","-1","6.4","2.2"
"Vantaa Helsinki-Vantaa airport","2017","4","11","03:00","0.1","-1","3.9","0.9"
"Vantaa Helsinki-Vantaa airport","2017","4","12","03:00","0.4","-1","1.7","-2.3"
"Vantaa Helsinki-Vantaa airport","2017","4","13","03:00","0","0","0.8","-0.9"
"Vantaa Helsinki-Vantaa airport","2017","4","14","03:00","-1","-1","-1.2","-4.5"
"Vantaa Helsinki-Vantaa airport","2017","4","15","03:00","0","-1","-2","-5.1"
"Vantaa Helsinki-Vantaa airport","2017","4","16","03:00","0","-1","-2.1","-5.9"
"Vantaa Helsinki-Vantaa airport","2017","4","17","03:00","0","-1","0","-3.7"
"Vantaa Helsinki-Vantaa airport","2017","4","18","03:00","-1","-1","-0.4","-3.8"
"Vantaa Helsinki-Vantaa airport","2017","4","19","03:00","0","-1","0.2","-6.5"
"Vantaa Helsinki-Vantaa airport","2017","4","20","03:00","3.7","-1","2.1","-3.2"
"Vantaa Helsinki-Vantaa airport","2017","4","21","03:00","0.1","-1","5.6","1.2"
"Vantaa Helsinki-Vantaa airport","2017","4","22","03:00","2.4","-1","3","-0.8"
"Vantaa Helsinki-Vantaa airport","2017","4","23","03:00","0.3","0","2.9","0"
"Vantaa Helsinki-Vantaa airport","2017","4","24","03:00","3.3","-1","2.9","-2.6"
"Vantaa Helsinki-Vantaa airport","2017","4","25","03:00","9.6","1","1.8","-0.3"
"Vantaa Helsinki-Vantaa airport","2017","4","26","03:00","1.6","0","2.9","-0.1"
"Vantaa Helsinki-Vantaa airport","2017","4","27","03:00","2.6","-1","3.2","-0.1"
"Vantaa Helsinki-Vantaa airport","2017","4","28","03:00","-1","0","4.4","-1.6"
"Vantaa Helsinki-Vantaa airport","2017","4","29","03:00","10.5","-1","2","0"
"Vantaa Helsinki-Vantaa airport","2017","4","30","03:00","0.7","5","1.6","0.1"
"Vantaa Helsinki-Vantaa airport","2017","5","1","03:00","-1","-1","8.5","-0.2"
"Vantaa Helsinki-Vantaa airport","2017","5","2","03:00","-1","0","9","-0.6"
"Vantaa Helsinki-Vantaa airport","2017","5","3","03:00","0","-1","8.4","2.9"
"Vantaa Helsinki-Vantaa airport","2017","5","4","03:00","-1","-1","6.7","1.5"
"Vantaa Helsinki-Vantaa airport","2017","5","5","03:00","-1","-1","10.1","-0.5"
"Vantaa Helsinki-Vantaa airport","2017","5","6","03:00","-1","-1","10.5","6.4"
"Vantaa Helsinki-Vantaa airport","2017","5","7","03:00","-1","-1","5.8","0.7"
"Vantaa Helsinki-Vantaa airport","2017","5","8","03:00","0.1","-1","4.1","1.6"
"Vantaa Helsinki-Vantaa airport","2017","5","9","03:00","0.1","-1","1.6","-1"
"Vantaa Helsinki-Vantaa airport","2017","5","10","03:00","0.3","-1","1.5","-2.8"
"Vantaa Helsinki-Vantaa airport","2017","5","11","03:00","0.3","-1","2.2","-3.3"
"Vantaa Helsinki-Vantaa airport","2017","5","12","03:00","-1","-1","4.7","-1.7"
"Vantaa Helsinki-Vantaa airport","2017","5","13","03:00","-1","-1","7.1","-0.7"
"Vantaa Helsinki-Vantaa airport","2017","5","14","03:00","0","-1","9.6","-0.2"
"Vantaa Helsinki-Vantaa airport","2017","5","15","03:00","0","-1","8.6","6.4"
"Vantaa Helsinki-Vantaa airport","2017","5","16","03:00","-1","-1","7.1","0.1"
"Vantaa Helsinki-Vantaa airport","2017","5","17","03:00","0.1","-1","9.2","1.3"
"Vantaa Helsinki-Vantaa airport","2017","5","18","03:00","0","-1","11.1","8.5"
"Vantaa Helsinki-Vantaa airport","2017","5","19","03:00","0","-1","17.7","9.6"
"Vantaa Helsinki-Vantaa airport","2017","5","20","03:00","-1","-1","17.8","15.6"
"Vantaa Helsinki-Vantaa airport","2017","5","21","03:00","-1","-1","15.4","8.8"
"Vantaa Helsinki-Vantaa airport","2017","5","22","03:00","-1","-1","15.2","7.7"
"Vantaa Helsinki-Vantaa airport","2017","5","23","03:00","-1","-1","14.4","7.2"
"Vantaa Helsinki-Vantaa airport","2017","5","24","03:00","-1","-1","13.5","9.6"
"Vantaa Helsinki-Vantaa airport","2017","5","25","03:00","-1","-1","13.9","6.8"
"Vantaa Helsinki-Vantaa airport","2017","5","26","03:00","1.1","-1","14","7.3"
"Vantaa Helsinki-Vantaa airport","2017","5","27","03:00","0.1","-1","9.8","5.9"
"Vantaa Helsinki-Vantaa airport","2017","5","28","03:00","1.9","-1","14.5","8.4"
"Vantaa Helsinki-Vantaa airport","2017","5","29","03:00","-1","-1","14.4","12.3"
"Vantaa Helsinki-Vantaa airport","2017","5","30","03:00","5.3","-1","9.8","3.6"
"Vantaa Helsinki-Vantaa airport","2017","5","31","03:00","0.6","-1","10.6","7.8"
"Vantaa Helsinki-Vantaa airport","2017","6","1","03:00","1.5","-1","6.1","3.6"
"Vantaa Helsinki-Vantaa airport","2017","6","2","03:00","0","-1","6.3","1.8"
"Vantaa Helsinki-Vantaa airport","2017","6","3","03:00","-1","-1","10","3.4"
"Vantaa Helsinki-Vantaa airport","2017","6","4","03:00","-1","-1","10.2","3.9"
"Vantaa Helsinki-Vantaa airport","2017","6","5","03:00","4.1","-1","10.4","8.9"
"Vantaa Helsinki-Vantaa airport","2017","6","6","03:00","-1","-1","14.8","7.4"
"Vantaa Helsinki-Vantaa airport","2017","6","7","03:00","0.6","-1","17.4","8.2"
"Vantaa Helsinki-Vantaa airport","2017","6","8","03:00","20.2","-1","12.8","11.4"
"Vantaa Helsinki-Vantaa airport","2017","6","9","03:00","-1","-1","14.2","10.5"
"Vantaa Helsinki-Vantaa airport","2017","6","10","03:00","-1","-1","16.1","9.1"
"Vantaa Helsinki-Vantaa airport","2017","6","11","03:00","2.7","-1","16.9","11.9"
"Vantaa Helsinki-Vantaa airport","2017","6","12","03:00","17.8","-1","12.8","11.8"
"Vantaa Helsinki-Vantaa airport","2017","6","13","03:00","3.3","-1","12.3","10.3"
"Vantaa Helsinki-Vantaa airport","2017","6","14","03:00","-1","-1","14.4","7.6"
"Vantaa Helsinki-Vantaa airport","2017","6","15","03:00","-1","-1","16.4","8.6"
"Vantaa Helsinki-Vantaa airport","2017","6","16","03:00","1.4","-1","18.1","10.9"
"Vantaa Helsinki-Vantaa airport","2017","6","17","03:00","1.7","-1","19.8","13.3"
"Vantaa Helsinki-Vantaa airport","2017","6","18","03:00","0","-1","17.7","12.4"
"Vantaa Helsinki-Vantaa airport","2017","6","19","03:00","4.4","-1","17.3","14.6"
"Vantaa Helsinki-Vantaa airport","2017","6","20","03:00","5.3","-1","12","10.7"
"Vantaa Helsinki-Vantaa airport","2017","6","21","03:00","3.7","-1","12.3","8.3"
"Vantaa Helsinki-Vantaa airport","2017","6","22","03:00","9.1","-1","11.5","7.7"
"Vantaa Helsinki-Vantaa airport","2017","6","23","03:00","0","-1","11","6.3"
"Vantaa Helsinki-Vantaa airport","2017","6","24","03:00","10","-1","12.5","8.7"
"Vantaa Helsinki-Vantaa airport","2017","6","25","03:00","1.9","-1","14.4","10.9"
"Vantaa Helsinki-Vantaa airport","2017","6","26","03:00","10.5","-1","13.3","11"
"Vantaa Helsinki-Vantaa airport","2017","6","27","03:00","0.2","-1","13.4","10.3"
"Vantaa Helsinki-Vantaa airport","2017","6","28","03:00","-1","-1","15.4","9.8"
"Vantaa Helsinki-Vantaa airport","2017","6","29","03:00","-1","-1","16.7","9.3"
"Vantaa Helsinki-Vantaa airport","2017","6","30","03:00","-1","-1","17.2","13.4"
"Vantaa Helsinki-Vantaa airport","2017","7","1","03:00","0.1","-1","14.8","13.1"
"Vantaa Helsinki-Vantaa airport","2017","7","2","03:00","-1","-1","17.1","13.4"
"Vantaa Helsinki-Vantaa airport","2017","7","3","03:00","1.8","-1","14.8","13.9"
"Vantaa Helsinki-Vantaa airport","2017","7","4","03:00","2.6","-1","13.9","11.1"
"Vantaa Helsinki-Vantaa airport","2017","7","5","03:00","0.1","-1","14","12"
"Vantaa Helsinki-Vantaa airport","2017","7","6","03:00","0.4","-1","11.4","8"
"Vantaa Helsinki-Vantaa airport","2017","7","7","03:00","-1","-1","14.9","6.8"
"Vantaa Helsinki-Vantaa airport","2017","7","8","03:00","0","-1","17.1","10.4"
"Vantaa Helsinki-Vantaa airport","2017","7","9","03:00","0","-1","18.1","12.2"
"Vantaa Helsinki-Vantaa airport","2017","7","10","03:00","-1","-1","18.4","10.1"
"Vantaa Helsinki-Vantaa airport","2017","7","11","03:00","9.1","-1","16.9","12.9"
"Vantaa Helsinki-Vantaa airport","2017","7","12","03:00","0","-1","17.5","15.3"
"Vantaa Helsinki-Vantaa airport","2017","7","13","03:00","4.7","-1","14.9","12.9"
"Vantaa Helsinki-Vantaa airport","2017","7","14","03:00","-1","-1","15","10"
"Vantaa Helsinki-Vantaa airport","2017","7","15","03:00","-1","-1","16.6","7.3"
"Vantaa Helsinki-Vantaa airport","2017","7","16","03:00","-1","-1","17.8","9"
"Vantaa Helsinki-Vantaa airport","2017","7","17","03:00","4.2","-1","15.1","10.8"
"Vantaa Helsinki-Vantaa airport","2017","7","18","03:00","0.1","-1","14.9","9.2"
"Vantaa Helsinki-Vantaa airport","2017","7","19","03:00","2","-1","12.9","8.3"
"Vantaa Helsinki-Vantaa airport","2017","7","20","03:00","0.7","-1","14.7","11.6"
"Vantaa Helsinki-Vantaa airport","2017","7","21","03:00","-1","-1","15.9","9.4"
"Vantaa Helsinki-Vantaa airport","2017","7","22","03:00","2.2","-1","15.8","9.4"
"Vantaa Helsinki-Vantaa airport","2017","7","23","03:00","-1","-1","17.4","10.9"
"Vantaa Helsinki-Vantaa airport","2017","7","24","03:00","0.1","-1","15.3","11.1"
"Vantaa Helsinki-Vantaa airport","2017","7","25","03:00","0","-1","16.2","13.5"
"Vantaa Helsinki-Vantaa airport","2017","7","26","03:00","-1","-1","17.5","11.1"
"Vantaa Helsinki-Vantaa airport","2017","7","27","03:00","3","-1","19","12.8"
"Vantaa Helsinki-Vantaa airport","2017","7","28","03:00","0.1","-1","19","15.4"
"Vantaa Helsinki-Vantaa airport","2017","7","29","03:00","0","-1","18","14.9"
"Vantaa Helsinki-Vantaa airport","2017","7","30","03:00","1.9","-1","17.7","12.3"
"Vantaa Helsinki-Vantaa airport","2017","7","31","03:00","0.1","-1","17.4","14.1"
"Vantaa Helsinki-Vantaa airport","2017","8","1","03:00","10.3","-1","18.8","13.4"
"Vantaa Helsinki-Vantaa airport","2017","8","2","03:00","6.6","-1","17.6","15.4"
"Vantaa Helsinki-Vantaa airport","2017","8","3","03:00","7.6","-1","18.2","13.7"
"Vantaa Helsinki-Vantaa airport","2017","8","4","03:00","12","-1","16.3","13.6"
"Vantaa Helsinki-Vantaa airport","2017","8","5","03:00","2.7","-1","16.8","15"
"Vantaa Helsinki-Vantaa airport","2017","8","6","03:00","3.3","-1","15.9","14.6"
"Vantaa Helsinki-Vantaa airport","2017","8","7","03:00","1.3","-1","15.2","13.7"
"Vantaa Helsinki-Vantaa airport","2017","8","8","03:00","-1","-1","16.5","8.8"
"Vantaa Helsinki-Vantaa airport","2017","8","9","03:00","0","-1","18.1","11.4"
"Vantaa Helsinki-Vantaa airport","2017","8","10","03:00","-1","-1","18.9","17.4"
"Vantaa Helsinki-Vantaa airport","2017","8","11","03:00","-1","-1","18.5","14"
"Vantaa Helsinki-Vantaa airport","2017","8","12","03:00","15.5","-1","19.7","15"
"Vantaa Helsinki-Vantaa airport","2017","8","13","03:00","0.6","-1","17.5","16.6"
"Vantaa Helsinki-Vantaa airport","2017","8","14","03:00","-1","-1","15.6","9.3"
"Vantaa Helsinki-Vantaa airport","2017","8","15","03:00","-1","-1","15.7","9.6"
"Vantaa Helsinki-Vantaa airport","2017","8","16","03:00","0","-1","16.9","10.5"
"Vantaa Helsinki-Vantaa airport","2017","8","17","03:00","0.3","-1","18.8","15.6"
"Vantaa Helsinki-Vantaa airport","2017","8","18","03:00","0.1","-1","17.8","15.1"
"Vantaa Helsinki-Vantaa airport","2017","8","19","03:00","2.2","-1","18.4","15.7"
"Vantaa Helsinki-Vantaa airport","2017","8","20","03:00","1.6","-1","17.2","15.3"
"Vantaa Helsinki-Vantaa airport","2017","8","21","03:00","-1","-1","15.6","12.2"
"Vantaa Helsinki-Vantaa airport","2017","8","22","03:00","0.1","-1","14.2","10.4"
"Vantaa Helsinki-Vantaa airport","2017","8","23","03:00","-1","-1","13.2","8.8"
"Vantaa Helsinki-Vantaa airport","2017","8","24","03:00","-1","-1","12.7","10"
"Vantaa Helsinki-Vantaa airport","2017","8","25","03:00","1.5","-1","10.8","7.3"
"Vantaa Helsinki-Vantaa airport","2017","8","26","03:00","0.4","-1","10.3","5.4"
"Vantaa Helsinki-Vantaa airport","2017","8","27","03:00","0","-1","10","5.5"
